signalname,pub_year,sr120_raw_ann,mean_Y,sr120_std_ann,max_logE,logE_tau,tau_months,solo,gamma_e,ebh_thr_gamma_e,rejected,disc_step
UpRecomm,2001,0.5781142071085079,0.13082251341082005,0.45318248000280226,0.9904906620675138,0.019892986433529325,120,False,0.0048117555211521544,3.333333333333333,False,-1
VolSD,2001,0.17682874047429112,0.10840794296364402,0.3755361303141208,0.9761841335885524,-0.2106745037445057,120,False,0.0038209324915537387,3.333333333333333,False,-1
sfe,2001,0.5318558642959906,0.14458803415557134,0.5008676426479075,0.6426317311189402,0.167449582501477,120,False,0.005576819249036278,3.333333333333333,False,-1
std_turn,2001,-0.12245426279994305,0.021547996080280372,0.07464444802468125,0.6709142566763984,-0.8153495134597146,120,False,0.0020871917263765296,3.333333333333333,False,-1
ChInv,2002,0.45178074787610784,0.10985540327122671,0.3805502799034658,1.7559822984766877,-0.18545209558691012,120,False,0.00391853127450572,3.333333333333333,False,-1
DelBreadth,2002,0.016128680641408464,0.04129103349790639,0.14303633583080463,1.0635161262170723,-0.6892163224860051,120,False,0.0023677797028998403,3.333333333333333,False,-1
ForecastDispersion,2002,0.011077849070400483,0.07488944973806694,0.25942466379441537,0.7066736090303454,-0.44462694066307784,120,False,0.003023883896746082,3.333333333333333,False,-1
Illiquidity,2002,0.41402537633817954,0.13566854324653474,0.46996961978370727,0.8605583156115746,0.04060267343549495,120,False,0.00491244449176666,3.333333333333333,False,-1
ProbInformedTrading,2002,0.14003468602312094,0.13485513905244695,0.46715190500120796,1.8774371271911456,0.08050447537234695,120,False,0.005112423099956386,3.333333333333333,False,-1
BetaLiquidityPS,2003,0.2566888255889346,0.10504695994141354,0.3638933435983616,2.0251067321262184,-0.20966962055597183,120,False,0.0038247740121955184,3.333333333333333,False,-1
ExclExp,2003,0.008304069201282198,0.005788260598173321,0.020051122886970425,0.1512771950076035,-0.897770870289069,120,False,0.0019220611656882664,3.333333333333333,False,-1
GrLTNOA,2003,0.1952375833527693,0.06612595534592082,0.22906702871633133,0.6192257418320517,-0.5193258447976234,120,False,0.00280623340670424,3.333333333333333,False,-1
IdioVolAHT,2003,0.14222780375444258,0.03556128814363573,0.12318791569474762,0.15669128980137814,-0.7297584013506675,120,False,0.002273704871306291,3.333333333333333,False,-1
OrderBacklog,2003,-0.3466535721080826,-0.09211739505692709,-0.3191040169989837,0.11573723355151033,-1.3101662415721,120,False,0.0012725245509553368,3.333333333333333,False,-1
AccrualsBM,2004,0.7867422016326081,0.20289434173455423,0.7028466169049807,1.2979788561715753,0.7702600557799191,120,False,0.010190226351510578,3.333333333333333,False,-1
ChForecastAccrual,2004,0.34760239738992516,0.10015639847995988,0.34695194174080957,1.695497832581913,-0.24909323417513862,120,False,0.003676921194703372,3.333333333333333,False,-1
ChangeInRecommendation,2004,0.8373306111697509,0.24131248744668518,0.8359309775169712,1.3512719607536687,1.3512719607536687,120,False,0.01821856201103535,3.333333333333333,False,-1
EquityDuration,2004,0.13555930881324882,0.0432206559169952,0.1497207439693762,0.7197682528854854,-0.6719352624162565,120,False,0.0024090530425750216,3.333333333333333,False,-1
High52,2004,0.032633759330444566,0.0979341513784373,0.33925385196719,2.523568825710779,-0.259278795099511,120,False,0.0036396597762265704,3.333333333333333,False,-1
Investment,2004,0.054994021129461085,0.009332431547288097,0.03232849119612323,-0.043679898530922134,-0.8795716906382023,120,False,0.001957361344985552,3.333333333333333,False,-1
NOA,2004,0.15917633664089834,0.06472748904013666,0.22422259932774868,-0.030245744327805024,-0.5361188820122138,120,False,0.002759501706476685,3.333333333333333,False,-1
SurpriseRD,2004,-0.05252529175958998,0.019657025574390842,0.06809393404105146,-0.03235320671997921,-0.8217464897185087,120,False,0.002073882624844065,3.333333333333333,False,-1
Tax,2004,0.8205735524623975,0.2592619405337116,0.8981097069465788,1.8559247156216525,1.6092847619435844,120,False,0.023581293897085416,3.333333333333333,False,-1
cfp,2004,0.783024443539132,0.24742086067285998,0.8570910030756276,2.196273703454211,1.5099986086407298,120,False,0.02135247403778198,3.333333333333333,False,-1
dNoa,2004,0.6189424941502473,0.16341304797783748,0.5660794034346102,0.9912979956017356,0.3192950221075237,120,False,0.006491307838861236,3.333333333333333,False,-1
DelCOA,2005,0.04654997169953889,-0.015965462914063342,-0.05530598586702874,-0.14194087340181194,-1.0117259514393413,120,False,0.0017150514031840202,3.333333333333333,False,-1
DelCOL,2005,-0.04960665266998817,-0.06381407455420604,-0.22105843873174622,-0.03731698011866191,-1.2120598409484131,120,False,0.0014036965690856617,3.333333333333333,False,-1
DelEqu,2005,0.22360585856063528,0.03518254763921771,0.12187592010167506,0.0966331528951816,-0.7377742523011956,120,False,0.002255552044329106,3.333333333333333,False,-1
DelFINL,2005,1.2679265598594378,0.35710337448438145,1.237042376322488,3.823725337413676,3.42172498252505,120,False,0.1444443029932132,3.333333333333333,False,-1
DelLTI,2005,0.1454871213623647,0.009189436826024643,0.031833142951238326,0.04404799597430453,-0.8758620251965024,120,False,0.0019646359856228843,3.333333333333333,False,-1
DelNetFin,2005,0.6386419726942667,0.26586783994495,0.9209932137664872,2.5668144710519942,1.6653639935862101,120,False,0.024941497882631645,3.333333333333333,False,-1
IO_ShortInterest,2005,0.7858909174132932,0.23136036641131216,0.8014558189642891,1.5208325050392475,1.2478565484791098,120,False,0.01642863013586907,3.333333333333333,False,-1
MS,2005,1.0434780062067908,0.27129810653834,0.9398042090432782,1.8079527957616655,1.8079527957616655,120,False,0.028763919312247657,3.333333333333333,False,-1
PriceDelayRsq,2005,0.05397704821125841,-0.015009025405463316,-0.051992789148709063,0.05526116094131317,-1.0100400706346986,120,False,0.00171794521404832,3.333333333333333,False,-1
PriceDelaySlope,2005,0.1569830572197539,0.010447365485838161,0.036190735653426405,-0.054014133676340004,-0.8815271838418541,120,False,0.001953537478169651,3.333333333333333,False,-1
PriceDelayTstat,2005,0.15017825182868486,0.00948014117314679,0.03284017234963172,-0.0632837289103696,-0.8867489134249402,120,False,0.0019433632204574548,3.333333333333333,False,-1
RIO_Disp,2005,0.37146223932638006,0.09483793958437617,0.32852825969057425,0.11384085138287459,-0.299872253699502,120,False,0.0034948719977064085,3.333333333333333,False,-1
RIO_MB,2005,0.2294843231661251,0.06391675871762925,0.22141414710810964,0.1784595194141938,-0.5351274761169686,120,False,0.00276223884932201,3.333333333333333,False,-1
RIO_Turnover,2005,0.26792624774725,0.0804050570062078,0.27853128784044767,0.15175285935728122,-0.41425946309122597,120,False,0.0031171201328468096,3.333333333333333,False,-1
RIO_Volatility,2005,0.5952879159938582,0.20909007495320972,0.724309266354688,0.9039001214788052,0.9039001214788052,120,False,0.011647238645612904,3.333333333333333,False,-1
TotalAccruals,2005,0.07057218615948072,-0.032799892996048324,-0.11362216230395651,0.04733613857641239,-1.089554457337075,120,False,0.0015866336126155267,3.333333333333333,False,-1
CompEquIss,2006,0.6047412282446885,0.2686700521361336,0.9307003615439251,3.2146595329388683,1.756335131120674,120,False,0.027316861132224944,3.333333333333333,False,-1
CoskewACX,2006,0.3986027757568471,0.2467525333163464,0.8547758492004881,3.5733383110629795,1.3382227773623643,120,False,0.017982369068331748,3.333333333333333,False,-1
FEPS,2006,0.3483673990845824,0.11649395708704434,0.40354690489901857,1.7755374238089465,-0.11375530000792966,120,False,0.004209793953361631,3.333333333333333,False,-1
FR,2006,-0.4312172830743222,-0.103319712110752,-0.3579099815984238,0.7970343553771078,-1.3443556264034646,120,False,0.0012297530512759,3.333333333333333,False,-1
FirmAgeMom,2006,0.4640876830713695,0.20535850232680236,0.7113827195925464,2.5579075637320594,0.880447498281532,120,False,0.011377258591159447,3.333333333333333,False,-1
Herf,2006,-0.26883304901857735,-0.07323820591541864,-0.2537045874013932,0.04333043651089885,-1.2483197121769143,120,False,0.0013537104342563999,3.333333333333333,False,-1
HerfAsset,2006,-0.6262138568426202,-0.22891619435982682,-0.7929889586130642,-0.17151054737395288,-1.624828356607942,120,False,0.0009289880976079246,3.333333333333333,False,-1
HerfBE,2006,-0.412724520051162,-0.18005406791228368,-0.6237255874670649,-0.11726655073816716,-1.5373542952428751,120,False,0.0010139105730964438,3.333333333333333,False,-1
IdioVol3F,2006,0.18694932368914866,0.11626872771047256,0.4027666874518598,1.8434746997213367,-0.11264048473496735,120,False,0.004214489712922773,3.333333333333333,False,-1
IntanBM,2006,0.07704563838200863,-0.06024062776519032,-0.20867965593830803,-0.0710942621515136,-1.2003676766324234,120,False,0.0014202051424283125,3.333333333333333,False,-1
IntanCFP,2006,0.25464685342289145,0.023290321282573925,0.08068003957204155,-0.09951970322240133,-0.80775170915765,120,False,0.002103110196789355,3.333333333333333,False,-1
IntanEP,2006,0.2473452675475609,0.09626026466685718,0.3334553383060477,-0.12493554899988113,-0.3028247482035564,120,False,0.0034845686251509605,3.333333333333333,False,-1
IntanSP,2006,0.040954823909337905,-0.043994315688888605,-0.15240078003475926,0.1795155242081652,-1.133868922657507,120,False,0.001517857925915975,3.333333333333333,False,-1
MomRev,2006,-0.2621983795508044,-0.11794864616251659,-0.4085860956748852,0.18183880293528554,-1.3755664236650929,120,False,0.001191964254842199,3.333333333333333,False,-1
NetDebtFinance,2006,1.0794686483976121,0.33101617769389075,1.1466736757861329,3.941624135850759,2.850844330622883,120,False,0.08161502173628174,3.333333333333333,False,-1
NetEquityFinance,2006,0.7960763004726717,0.2663573713748086,0.922689000383321,2.193152450502932,1.7661465081193006,120,False,0.02758619626891162,3.333333333333333,False,-1
OperProf,2006,0.810602649974904,0.25260643795952226,0.875054369729776,2.1741301979120395,1.5173776584666518,120,False,0.021510617765254345,3.333333333333333,False,-1
RDIPO,2006,0.7290369535047018,0.2578182794739423,0.8931087183377205,3.2486229413669543,1.5704315218630773,120,False,0.02268265478843849,3.333333333333333,False,-1
RealizedVol,2006,0.18238646520399796,0.11495201748708808,0.3982054694403652,2.2906125205143577,-0.1339667700060163,120,False,0.004125561923154716,3.333333333333333,False,-1
RevenueSurprise,2006,0.7759156696002533,0.32421084542999323,1.1230993132992164,4.220466623044325,2.9445715995507937,120,False,0.08963452808678152,3.333333333333333,False,-1
ShareIss5Y,2006,0.7334577050608074,0.24229720577187513,0.8393421418577175,1.7784301815608143,1.3831029143565183,120,False,0.018807804537537953,3.333333333333333,False,-1
XFIN,2006,0.7159925991832699,0.2511795193491873,0.8701113786670446,2.580746245086559,1.5592751004628742,120,False,0.02243100390494832,3.333333333333333,False,-1
betaVIX,2006,0.07580060016175967,0.02168853594436846,0.07513129239486002,1.2812248336107168,-0.8159423032887458,120,False,0.002085954826996802,3.333333333333333,False,-1
grcapx,2006,0.2065061273178334,0.026187395305098733,0.09071579837264337,0.020700342693229068,-0.7857891024116239,120,False,0.0021498109367949513,3.333333333333333,False,-1
grcapx3y,2006,-0.09807150530075286,-0.04908832550592298,-0.17004694766947562,0.10086440030055277,-1.1544513345059162,120,False,0.0014869360638336082,3.333333333333333,False,-1
zerotrade12M,2006,0.2958472567793785,0.16065813161102163,0.556536093198754,1.9426688226329334,0.31196082781212464,120,False,0.006443873484949619,3.333333333333333,False,-1
zerotrade1M,2006,0.3218913500111162,0.1885805820882272,0.6532622989954457,2.370621677346701,0.6281866508647818,120,False,0.008840608023073357,3.333333333333333,False,-1
zerotrade6M,2006,0.3723199441409223,0.18840445730629043,0.6526521848538728,2.470942582548888,0.6169943060775629,120,False,0.008742212555104885,3.333333333333333,False,-1
BPEBM,2007,0.17216584457194514,0.048623624219512475,0.1684371751926644,-0.10222103756242551,-0.6394471393909167,120,False,0.0024886038861007876,3.333333333333333,False,-1
EBM,2007,0.20945171448976976,0.1045293813093792,0.36210039862317067,0.5429283174579371,-0.23173473528839783,120,False,0.003741304206753954,3.333333333333333,False,-1
EarnSupBig,2007,-0.060682004231676044,-0.03189323245901384,-0.1104813980732337,0.3082019764476014,-1.0788305867269021,120,False,0.0016037400257252214,3.333333333333333,False,-1
IndRetBig,2007,0.7984414047509628,0.25823906530589424,0.8945663632178122,2.405999047313056,1.5824152687027149,120,False,0.022956113236872185,3.333333333333333,False,-1
Mom6mJunk,2007,-0.033644886135881,0.04858277834489696,0.16829568093243708,1.2065274669391253,-0.6271940907975933,120,False,0.0025192844518211435,3.333333333333333,False,-1
NetDebtPrice,2007,0.46007717091967,0.1999591516119328,0.6926788200604715,1.7982037532205326,0.7463963969688365,120,False,0.009949928858833501,3.333333333333333,False,-1
NetPayoutYield,2007,0.8117804788959379,0.24762439759586793,0.8577960756593596,1.910719202997853,1.4902082377114907,120,False,0.020934054650139852,3.333333333333333,False,-1
OrderBacklogChg,2007,0.3763113664307227,0.10111755574407288,0.3502814881718248,0.03523845692416416,-0.24031647141278922,120,False,0.003709334694452319,3.333333333333333,False,-1
PayoutYield,2007,-0.021176471590917356,-0.024223450305918673,-0.083912493328942,0.7066908895017621,-1.0623527002823892,120,False,0.0016303851969179204,3.333333333333333,False,-1
AssetGrowth,2008,0.6113667498048194,0.17613388636147714,0.6101456802252827,3.2575192363595034,0.46695784387182004,120,False,0.007524217723205626,3.333333333333333,False,-1
ChAssetTurnover,2008,0.0038282763927993636,-0.001476899994199458,-0.0051161316553032824,0.18443440561730706,-0.9392980192039315,120,False,0.0018438780418211858,3.333333333333333,False,-1
ChNAnalyst,2008,0.015408797837809156,0.00640050281568431,0.022171992141505763,0.3773941840163313,-0.8944187420735357,120,False,0.0019285149721037186,3.333333333333333,False,-1
ChNNCOA,2008,-0.00346412077351773,-0.008604188035087224,-0.029805781669294592,0.36138090728321615,-0.9732439846917682,120,False,0.0017823362783205507,3.333333333333333,False,-1
ChNWC,2008,-0.046339878413091284,-0.02104584030309539,-0.07290492938588398,0.6960375786066895,-1.0343029213933925,120,False,0.001676764565854737,3.333333333333333,False,-1
CompositeDebtIssuance,2008,0.8453632397660554,0.26691201599132414,0.92461034569522,2.3436436187572545,1.718823100866936,120,False,0.026311131620720442,3.333333333333333,False,-1
CustomerMomentum,2008,0.512715454479342,0.11912723912089312,0.41266886144558734,0.5672200274684092,-0.09037802539320072,120,False,0.0043093667989112,3.333333333333333,False,-1
InvestPPEInv,2008,0.9821876230903492,0.2670590487920677,0.9251196822577541,2.4331012446660436,1.7151899617969748,120,False,0.026215713059863047,3.333333333333333,False,-1
Mom12mOffSeason,2008,0.1704044427235024,0.10117677462116724,0.350486628379614,-0.19495424363897307,-0.22065015236277197,120,False,0.0037830056983238014,3.333333333333333,False,-1
MomOffSeason,2008,0.044354863984703605,0.011991981301353061,0.041541441794718886,2.479584697181499,-0.8781036868425083,120,False,0.00196023686899321,3.333333333333333,False,-1
MomOffSeason06YrPlus,2008,0.8536663168175019,0.3170634748703259,1.0983400953994846,5.411816398559029,2.61059647552634,120,False,0.06418473949284188,3.333333333333333,False,-1
MomOffSeason11YrPlus,2008,0.23288548843922777,0.06748808964831986,0.23378560035330637,0.7401911600579179,-0.5166989311621892,120,False,0.0028136148304411203,3.333333333333333,False,-1
MomOffSeason16YrPlus,2008,0.4020769163061472,0.1568725531466607,0.5434224647261305,0.7637592386103955,0.2384508095302551,120,False,0.005987175792259109,3.333333333333333,False,-1
MomSeason,2008,0.07326451398762482,0.03476066619204446,0.12041447989912554,0.7268082867141115,-0.7373946676839451,120,False,0.0022564083797041268,3.333333333333333,False,-1
MomSeason06YrPlus,2008,0.25210113461062383,0.06463755161064452,0.22391104693298364,1.2953490413009796,-0.5386280165522308,120,False,0.002752586424745928,3.333333333333333,False,-1
MomSeason11YrPlus,2008,0.28877177177279545,0.077358318422867,0.2679770757929943,0.2471763348457081,-0.43998111413147845,120,False,0.0030379650206847635,3.333333333333333,False,-1
MomSeason16YrPlus,2008,0.6395390564357989,0.22582868829137984,0.7822935238546094,1.7122343024243545,1.112309081794161,120,False,0.01434609939517134,3.333333333333333,False,-1
MomSeasonShort,2008,0.1120060037288462,0.059508689620182034,0.20614414782800392,0.32504913050727535,-0.5709120416441451,120,False,0.0026651409956830363,3.333333333333333,False,-1
ShareIss1Y,2008,0.6143225364880314,0.18285495447908745,0.6334281431469474,0.5989094853046621,0.5989094853046621,120,False,0.008585532245851202,3.333333333333333,False,-1
CPVolSpread,2009,0.9168673078173798,0.24223087435073534,0.8391123630746128,2.7391376396311022,1.3548422795665152,120,False,0.01828372434165418,3.333333333333333,False,-1
CashProd,2009,-0.10176043598360675,-0.02032173896817818,-0.07039656878207387,0.3578794929857816,-1.0332479091727431,120,False,0.001678534506453177,3.333333333333333,False,-1
EarningsConsistency,2009,0.5813777027995397,0.19992817875770336,0.6925715269461099,0.9115578569093143,0.7760085349816128,120,False,0.010248973346918907,3.333333333333333,False,-1
Frontier,2009,0.06758509060733726,0.026447781917054717,0.09161780405568033,0.7316366281678448,-0.7830904645938335,120,False,0.0021556203330927123,3.333333333333333,False,-1
RIVolSpread,2009,0.17131288373782602,0.028466210247949538,0.0986098448967729,0.09691607904618116,-0.769233612850786,120,False,0.002185698356540732,3.333333333333333,False,-1
sinAlgo,2009,0.2834419846610533,0.07129549651077391,0.24697484461502003,-0.04400512456881911,-0.48569621785369255,120,False,0.0029022107857026532,3.333333333333333,False,-1
tang,2009,-0.10651542226935652,-0.01984935062796429,-0.06876016756976669,0.1646074234158159,-1.0309670817428234,120,False,0.0016823673233329172,3.333333333333333,False,-1
ChEQ,2010,0.2518296198921325,0.06627126978187431,0.22957041268862066,0.771967622824915,-0.5250144925712046,120,False,0.0027903150531636734,3.333333333333333,False,-1
iomom_cust,2010,0.2392682862210648,0.08402742259635569,0.2910795303318984,1.0055155424148354,-0.38657895529903974,120,False,0.0032046088813030517,3.333333333333333,False,-1
iomom_supp,2010,0.05824174053084593,0.037931548367784035,0.13139873796551652,0.6390649728954672,-0.7077625707825161,120,False,0.002324270981503356,3.333333333333333,False,-1
realestate,2010,0.5800118056678987,0.20273621509692943,0.7022988501641885,1.3615698568730281,0.7931774095398072,120,False,0.010426455912924782,3.333333333333333,False,-1
roaq,2010,0.39939093963188155,0.12614135916263586,0.43696648601095844,0.9618007495857905,-0.0226903137231671,120,False,0.004611156487833353,3.333333333333333,False,-1
skew1,2010,0.8146525023741245,0.22272019584190178,0.7715253901397289,1.1778215387666804,1.081541459843175,120,False,0.01391142526682556,3.333333333333333,False,-1
ChTax,2011,0.5732041964885392,0.18602463497823954,0.6444082384835308,2.4748425507509477,0.6613172970980572,120,False,0.009138409010198004,3.333333333333333,False,-1
