signalname,pub_year,sr120_raw_ann,mean_Y,sr120_std_ann,max_logE,logE_tau,tau_months,solo,gamma_e,ebh_thr_gamma_e,rejected,disc_step,meanY2_pre,m_env_consistent,logE_tau_adj,tau_months_adj,solo_adj,gamma_e_adj,ebh_thr_gamma_e_adj,rejected_adj,disc_step_adj
MRreversal,1985,0.6381823972668215,0.1767744628002455,0.6123647021014395,1.0518994691662755,0.4600076148205587,120,False,0.007472103997545,3.333333333333333,False,-1,1.6251018788052105,1.3,0.46000761482055874,120,False,0.007472103997545075,5.0,False,-1
BidAskSpread,1986,0.1098429722334916,-0.0262191152902302,-0.0908256796243694,0.2375020786824984,-1.0691127976145074,120,False,0.001619400803912,3.333333333333333,False,-1,1.38883577990961,1.3,-1.0691127976145074,120,False,0.0016194008039120435,5.0,False,-1
Leverage,1988,0.6656246276254767,0.1789840292171695,0.6200188646950602,1.130479787004277,0.5100573352070155,120,False,0.0078555975353703,3.333333333333333,False,-1,1.2300537206117954,1.3,0.5100573352070155,120,False,0.007855597535370374,5.0,False,-1
STreversal,1990,1.1802162637703195,0.6030175240841429,2.088913979136249,12.59205872974489,8.58562876883892,73,True,25.25546313667178,6.666666666666666,True,14,1.7877297969482724,1.3370601321362747,8.39523488013988,74,True,20.877011084375617,6.666666666666666,True,14
AgeIPO,1991,0.4420011345376246,0.1268073236179187,0.4392734545561282,0.5925082290717567,-0.0114688959623252,120,False,0.0046631916090389,3.333333333333333,False,-1,1.3759364336771294,1.3,-0.011468895962325254,120,False,0.004663191609038924,5.0,False,-1
IndIPO,1991,0.6194078965109764,0.3361400362319309,1.1644232424234953,3.7358462873793297,2.9482848763588603,120,False,0.089967984626192,3.333333333333333,False,-1,0.8995038068034078,1.3,2.9482848763588603,120,False,0.089967984626192,5.0,False,-1
AM,1992,0.5478363582373379,0.1958284314525601,0.6783695856847066,3.2210006523467367,0.7549815673320139,120,False,0.0100357184252826,3.333333333333333,False,-1,1.2295299317307842,1.3,0.7549815673320139,120,False,0.010035718425282664,5.0,False,-1
BMdec,1992,0.8594962711676698,0.314897358539823,1.0908364483204136,4.499911827364028,2.581108205508945,120,False,0.0623196764513897,3.333333333333333,False,-1,1.2334498748935656,1.3,2.581108205508945,120,False,0.06231967645138975,5.0,False,-1
BookLeverage,1992,-0.1112994511208215,-0.0149096098639859,-0.0516484036109075,-0.2566403351166295,-1.0120564953738227,120,False,0.0017144845970277,3.333333333333333,False,-1,1.2176021252021538,1.3,-1.0120564953738227,120,False,0.0017144845970277032,5.0,False,-1
Mom12m,1993,0.2737251886101906,0.1632916819224401,0.5656589790860853,1.5733280382917336,0.4231216305899501,120,False,0.0072015093421022,3.333333333333333,False,-1,1.3905459408642615,1.3,0.4231216305899501,120,False,0.007201509342102295,5.0,False,-1
Mom6m,1993,0.4518010133205778,0.2382694256520156,0.8253895022390924,2.6687361035757617,1.3590233307817805,120,False,0.0183603295631137,3.333333333333333,False,-1,1.4285507486769962,1.3,1.3590233307817803,120,False,0.018360329563113734,5.0,False,-1
Spinoff,1993,0.0244492161251672,0.1053897082547213,0.3650806585840768,1.6295805855199688,-0.2193577163325295,120,False,0.0037878981521016,3.333333333333333,False,-1,1.3505988798373063,1.3,-0.21935771633252954,120,False,0.003787898152101671,5.0,False,-1
CF,1994,0.1631194002872166,0.0244053357865358,0.084542563116118,0.3923060940779925,-0.7832302313499178,120,False,0.0021553190700851,3.333333333333333,False,-1,1.3278415544953712,1.3,-0.7832302313499178,120,False,0.0021553190700851735,5.0,False,-1
MeanRankRevGrowth,1994,-0.4282216336080389,-0.0900031848002478,-0.3117801778340802,0.005164086870586,-1.304364238610756,120,False,0.0012799292023008,3.333333333333333,False,-1,1.1709817255747463,1.3,-1.3043642386107561,120,False,0.001279929202300846,5.0,False,-1
DivInit,1995,0.2900333843840217,0.1094492719004453,0.3791433995659841,1.221477578002233,-0.1643759096893198,120,False,0.0040019954315565,3.333333333333333,False,-1,1.237731026965171,1.3,-0.1643759096893198,120,False,0.004001995431556578,5.0,False,-1
DivOmit,1995,0.2896229367468259,0.1314169254411651,0.4552415836771781,1.588649497415034,0.0178102433853908,120,False,0.0048017442998108,3.333333333333333,False,-1,1.1153085964422988,1.3,0.017810243385390834,120,False,0.004801744299810864,5.0,False,-1
ExchSwitch,1995,0.7644631546093537,0.2216267532058253,0.7677375937380362,1.9461525523351089,1.0458873544172196,120,False,0.0134241638946499,3.333333333333333,False,-1,1.1094158648997376,1.3,1.0458873544172196,120,False,0.013424163894649972,5.0,False,-1
ShareRepurchase,1995,0.2716836561661714,0.0648975173134278,0.2248115945438757,0.7325179579312371,-0.5230420911650657,120,False,0.0027958241057436,3.333333333333333,False,-1,1.325429333548139,1.3,-0.5230420911650657,120,False,0.0027958241057436115,5.0,False,-1
Accruals,1996,0.4884158582680243,0.204600297817163,0.7087562221260999,3.5093333772693187,0.82021764366073,120,False,0.0107122360906038,3.333333333333333,False,-1,1.2221872684468775,1.3,0.82021764366073,120,False,0.010712236090603863,5.0,False,-1
AnnouncementReturn,1996,1.977456830008978,0.6996297061445685,2.4235883950537525,14.350316534213436,8.530605814664966,46,True,23.90337207508854,5.0,True,30,2.133691421718225,1.4607160647155986,8.431513296458702,79,True,21.648301999462046,5.0,True,30
REV6,1996,0.6544743306697562,0.2293256475178877,0.7944073459592262,1.4726846732372,1.1855737950914342,120,False,0.015436622943559,3.333333333333333,False,-1,1.7028566822806248,1.304935508858819,1.1855737950914342,120,False,0.015436622943559,5.0,False,-1
RoE,1996,0.3800888831489524,0.0574174709875192,0.1988999539849907,1.152067141478903,-0.5597179842357936,120,False,0.0026951423421064,3.333333333333333,False,-1,1.11490119008195,1.3,-0.5597179842357936,120,False,0.0026951423421064506,5.0,False,-1
SP,1996,0.6179044789932415,0.1895449816429812,0.6566030770507072,1.4331884728250446,0.6947606901894285,120,False,0.0094491963399672,3.333333333333333,False,-1,1.2588222174958137,1.3,0.6947606901894285,120,False,0.009449196339967296,5.0,False,-1
VarCF,1996,-0.3444908139302641,-0.0957330175887336,-0.3316289008511433,0.4198036251535348,-1.3190325804742964,120,False,0.0012612917873553,3.333333333333333,False,-1,1.2731126647081763,1.3,-1.3190325804742964,120,False,0.00126129178735535,5.0,False,-1
VolMkt,1996,0.2934973908884926,0.0712082423587909,0.2466725873662082,1.0082494864213971,-0.4863104967047502,120,False,0.0029004285664415,3.333333333333333,False,-1,1.1670606664285763,1.3,-0.48631049670475024,120,False,0.002900428566441526,5.0,False,-1
VolumeTrend,1996,1.188147584097651,0.3497217267002002,1.211471598310928,4.039370085999952,3.260486105130382,120,False,0.1229349199735636,3.333333333333333,False,-1,1.2697393353522433,1.3,3.260486105130382,120,False,0.12293491997356365,5.0,False,-1
fgr5yrLag,1996,0.023598908438104,0.0092559499541744,0.0320635511858899,0.7159147524491223,-0.8755601702665137,120,False,0.001965229110195,3.333333333333333,False,-1,1.1526581309274082,1.3,-0.8755601702665137,120,False,0.001965229110195062,5.0,False,-1
AOP,1998,0.2336956707583571,0.0928596712509645,0.3216753371616273,0.0581732065878359,-0.3349047081043601,120,False,0.0033745578090696,3.333333333333333,False,-1,1.3196548008136768,1.3,-0.3349047081043601,120,False,0.0033745578090696466,5.0,False,-1
AnalystValue,1998,0.310804366630275,0.0429113146360956,0.1486491543385831,-0.0924874260388939,-0.6679885818141185,120,False,0.0024185795922463,3.333333333333333,False,-1,1.1422346086823445,1.3,-0.6679885818141185,120,False,0.0024185795922463844,5.0,False,-1
ChInvIA,1998,1.053179172041834,0.2803436815732793,0.9711390001316612,3.0756122860621806,1.9496583397670808,120,False,0.0331428611685945,3.333333333333333,False,-1,1.2726793799355696,1.3,1.9496583397670806,120,False,0.033142861168594585,5.0,False,-1
DolVol,1998,0.589401190796793,0.0594799135241093,0.206044464507121,1.488560451720199,-0.5634412129181838,120,False,0.0026851263682861,3.333333333333333,False,-1,1.376374724735289,1.3,-0.5634412129181838,120,False,0.002685126368286177,5.0,False,-1
GrSaleToGrInv,1998,0.2933304644405831,0.034596339313594,0.1198452348940749,1.5588024053243228,-0.7421007802601598,120,False,0.0022458144155976,3.333333333333333,False,-1,1.2073353911306934,1.3,-0.7421007802601598,120,False,0.0022458144155976557,5.0,False,-1
GrSaleToGrOverhead,1998,-0.2654939689688853,-0.0672266376955153,-0.2328799042213153,-0.4475061108876421,-1.222132729880923,120,False,0.0013896282626453,3.333333333333333,False,-1,1.204134647432964,1.3,-1.222132729880923,120,False,0.0013896282626453913,5.0,False,-1
OScore,1998,0.4566291549020771,0.1364502850387875,0.4726776527888707,0.460833238020953,0.1277223067455175,120,False,0.0053596105349651,3.333333333333333,False,-1,1.196045882225959,1.3,0.12772230674551754,120,False,0.005359610534965133,5.0,False,-1
PredictedFE,1998,0.0812199480619838,-0.0026126258145561,-0.0090504013039546,-0.0830816765425235,-0.9399747319344172,120,False,0.0018426306881744,3.333333333333333,False,-1,1.179988683080757,1.3,-0.9399747319344172,120,False,0.0018426306881744697,5.0,False,-1
ShareVol,1998,-0.0072083039232883,0.0294888965639762,0.1021525342159002,0.0957813924758745,-0.7630570670244898,120,False,0.0021992402004607,3.333333333333333,False,-1,1.197398425983287,1.3,-0.7630570670244898,120,False,0.002199240200460705,5.0,False,-1
DebtIssuance,1999,0.6755636024891056,0.2196826447402698,0.7610030044625024,1.450785350413223,0.971081650160575,120,False,0.0124566006420415,3.333333333333333,False,-1,1.5937941248346683,1.3,0.971081650160575,120,False,0.012456600642041559,5.0,False,-1
IndMom,1999,0.486387213772689,0.1733011323405026,0.6003327324459369,1.4936054151717997,0.450813214261115,120,False,0.0074037173492546,3.333333333333333,False,-1,1.3101105272493552,1.3,0.450813214261115,120,False,0.007403717349254647,5.0,False,-1
Coskewness,2000,0.2589513961407553,0.1530097336263877,0.5300412653869675,0.6882153986298838,0.2246468101525747,120,False,0.0059050966350136,3.333333333333333,False,-1,1.222499775380579,1.3,0.2246468101525747,120,False,0.0059050966350136765,5.0,False,-1
MomVol,2000,0.0092398198946258,0.0756067772108691,0.2619095590515323,0.835233328908664,-0.4217689425285575,120,False,0.0030937998544711,3.333333333333333,False,-1,1.3971540154039392,1.3,-0.42176894252855757,120,False,0.003093799854471177,5.0,False,-1
PS,2000,0.344037486382309,0.1835408676251377,0.6358042159840245,1.5478890169591952,0.4996232301385397,120,False,0.0077740575435058,3.333333333333333,False,-1,1.0442319719329558,1.3,0.4996232301385397,120,False,0.007774057543505821,5.0,False,-1
AbnormalAccruals,2001,-0.1048640347972798,-0.0343589554282448,-0.1190229129934291,-0.0567782900475279,-1.0960254200884378,120,False,0.0015763997129107,3.333333333333333,False,-1,1.303070223668117,1.3,-1.0960254200884378,120,False,0.0015763997129107483,5.0,False,-1
AdExp,2001,0.5584755612047585,0.1164529904144235,0.4034049921822259,1.5303382924426343,-0.1371248505672959,120,False,0.0041125536176906,3.333333333333333,False,-1,1.139368405412757,1.3,-0.13712485056729595,120,False,0.004112553617690653,5.0,False,-1
ConsRecomm,2001,0.305887497096716,0.0972786790118548,0.3369832290834337,0.8078252707629914,-0.2839445967534608,120,False,0.00355098279046,3.333333333333333,False,-1,1.9429484923383993,1.3938968729208052,-0.28394459675346084,120,False,0.0035509827904600787,5.0,False,-1
CredRatDG,2001,0.2848305444437231,0.150150954864782,0.5201381652615675,2.1327486522093775,0.2327853855620587,120,False,0.0059533518071026,3.333333333333333,False,-1,1.1716502671636686,1.3,0.23278538556205874,120,False,0.005953351807102679,5.0,False,-1
DownRecomm,2001,0.9630026245734088,0.2199780849104605,0.7620264392332364,1.90462607501122,1.0475659099911605,120,False,0.0134467160219852,3.333333333333333,False,-1,2.7194601970967085,1.6490785903336167,1.0475659099911603,120,False,0.013446716021985206,5.0,False,-1
RD,2001,0.3530245032790147,0.0757245809804252,0.2623176432799208,0.758989479291091,-0.4680200470376014,120,False,0.0029539668361106,3.333333333333333,False,-1,1.4456949565419766,1.3,-0.46802004703760147,120,False,0.002953966836110655,5.0,False,-1
ShortInterest,2001,0.8059898766659551,0.2534544954368942,0.8779921270068699,2.46616758806845,1.5368503170501606,120,False,0.0219335915274099,3.333333333333333,False,-1,1.2818622769088672,1.3,1.5368503170501606,120,False,0.021933591527409927,5.0,False,-1
UpRecomm,2001,0.5781142071085079,0.13082251341082,0.4531824800028022,0.9904906620675138,0.0198929864335293,120,False,0.0048117555211521,3.333333333333333,False,-1,1.8967055658880103,1.3772093398928176,0.019892986433529325,120,False,0.0048117555211521544,5.0,False,-1
VolSD,2001,0.1768287404742911,0.108407942963644,0.3755361303141208,0.9761841335885524,-0.2106745037445057,120,False,0.0038209324915537,3.333333333333333,False,-1,1.1264555660479825,1.3,-0.2106745037445057,120,False,0.0038209324915537387,5.0,False,-1
sfe,2001,0.5318558642959906,0.1445880341555713,0.5008676426479075,0.6426317311189402,0.167449582501477,120,False,0.0055768192490362,3.333333333333333,False,-1,1.439788042509525,1.3,0.167449582501477,120,False,0.005576819249036278,5.0,False,-1
std_turn,2001,-0.122454262799943,0.0215479960802803,0.0746444480246812,0.6709142566763984,-0.8153495134597146,120,False,0.0020871917263765,3.333333333333333,False,-1,1.1470197376909266,1.3,-0.8153495134597146,120,False,0.0020871917263765296,5.0,False,-1
ChInv,2002,0.4517807478761078,0.1098554032712267,0.3805502799034658,1.7559822984766875,-0.1854520955869101,120,False,0.0039185312745057,3.333333333333333,False,-1,1.340751910341667,1.3,-0.18545209558691012,120,False,0.00391853127450572,5.0,False,-1
DelBreadth,2002,0.0161286806414084,0.0412910334979063,0.1430363358308046,1.0635161262170725,-0.6892163224860051,120,False,0.0023677797028998,3.333333333333333,False,-1,1.4612459267755291,1.3,-0.6892163224860051,120,False,0.0023677797028998403,5.0,False,-1
ForecastDispersion,2002,0.0110778490704004,0.0748894497380669,0.2594246637944153,0.7066736090303454,-0.4446269406630778,120,False,0.003023883896746,3.333333333333333,False,-1,1.517106217064504,1.3,-0.44462694066307784,120,False,0.003023883896746082,5.0,False,-1
Illiquidity,2002,0.4140253763381795,0.1356685432465347,0.4699696197837072,0.8605583156115746,0.0406026734354949,120,False,0.0049124444917666,3.333333333333333,False,-1,1.1431682786253388,1.3,0.04060267343549495,120,False,0.00491244449176666,5.0,False,-1
ProbInformedTrading,2002,0.1400346860231209,0.1348551390524469,0.4671519050012079,1.8774371271911456,0.0805044753723469,120,False,0.0051124230999563,3.333333333333333,False,-1,1.4311673483378502,1.3,0.08050447537234695,120,False,0.005112423099956386,5.0,False,-1
BetaLiquidityPS,2003,0.2566888255889346,0.1050469599414135,0.3638933435983616,2.0251067321262184,-0.2096696205559718,120,False,0.0038247740121955,3.333333333333333,False,-1,1.1006661163844482,1.3,-0.20966962055597183,120,False,0.0038247740121955184,5.0,False,-1
ExclExp,2003,0.0083040692012821,0.0057882605981733,0.0200511228869704,0.1512771950076035,-0.897770870289069,120,False,0.0019220611656882,3.333333333333333,False,-1,1.403372296879012,1.3,-0.897770870289069,120,False,0.0019220611656882664,5.0,False,-1
GrLTNOA,2003,0.1952375833527693,0.0661259553459208,0.2290670287163313,0.6192257418320517,-0.5193258447976234,120,False,0.0028062334067042,3.333333333333333,False,-1,1.1538703940973605,1.3,-0.5193258447976234,120,False,0.00280623340670424,5.0,False,-1
IdioVolAHT,2003,0.1422278037544425,0.0355612881436357,0.1231879156947476,0.1566912898013781,-0.7297584013506675,120,False,0.0022737048713062,3.333333333333333,False,-1,1.2044475336047882,1.3,-0.7297584013506675,120,False,0.002273704871306291,5.0,False,-1
OrderBacklog,2003,-0.3466535721080826,-0.092117395056927,-0.3191040169989837,0.1157372335515103,-1.3101662415721,120,False,0.0012725245509553,3.333333333333333,False,-1,1.3310844044905177,1.3,-1.3101662415721,120,False,0.0012725245509553368,5.0,False,-1
AccrualsBM,2004,0.7867422016326081,0.2028943417345542,0.7028466169049807,1.2979788561715753,0.7702600557799191,120,False,0.0101902263515105,3.333333333333333,False,-1,1.1854437802655882,1.3,0.7702600557799191,120,False,0.010190226351510578,5.0,False,-1
ChForecastAccrual,2004,0.3476023973899251,0.1001563984799598,0.3469519417408095,1.695497832581913,-0.2490932341751386,120,False,0.0036769211947033,3.333333333333333,False,-1,1.1993041620143063,1.3,-0.24909323417513862,120,False,0.003676921194703372,5.0,False,-1
ChangeInRecommendation,2004,0.8373306111697509,0.2413124874466851,0.8359309775169712,1.3512719607536687,1.3512719607536687,120,False,0.0182185620110353,3.333333333333333,False,-1,1.987855392371012,1.4099132570378266,1.3512719607536687,120,False,0.01821856201103535,5.0,False,-1
EquityDuration,2004,0.1355593088132488,0.0432206559169952,0.1497207439693762,0.7197682528854854,-0.6719352624162565,120,False,0.002409053042575,3.333333333333333,False,-1,1.2448499925366467,1.3,-0.6719352624162565,120,False,0.0024090530425750216,5.0,False,-1
High52,2004,0.0326337593304445,0.0979341513784373,0.33925385196719,2.523568825710779,-0.259278795099511,120,False,0.0036396597762265,3.333333333333333,False,-1,1.44808953972742,1.3,-0.259278795099511,120,False,0.0036396597762265704,5.0,False,-1
Investment,2004,0.054994021129461,0.009332431547288,0.0323284911961232,-0.0436798985309221,-0.8795716906382023,120,False,0.0019573613449855,3.333333333333333,False,-1,1.263661538093141,1.3,-0.8795716906382023,120,False,0.001957361344985552,5.0,False,-1
NOA,2004,0.1591763366408983,0.0647274890401366,0.2242225993277486,-0.030245744327805,-0.5361188820122138,120,False,0.0027595017064766,3.333333333333333,False,-1,1.471150664646797,1.3,-0.5361188820122138,120,False,0.002759501706476685,5.0,False,-1
SurpriseRD,2004,-0.0525252917595899,0.0196570255743908,0.0680939340410514,-0.0323532067199792,-0.8217464897185087,120,False,0.002073882624844,3.333333333333333,False,-1,1.1941310220156218,1.3,-0.8217464897185087,120,False,0.002073882624844065,5.0,False,-1
Tax,2004,0.8205735524623975,0.2592619405337116,0.8981097069465788,1.8559247156216525,1.6092847619435844,120,False,0.0235812938970854,3.333333333333333,False,-1,1.2813598440723497,1.3,1.6092847619435844,120,False,0.023581293897085416,5.0,False,-1
cfp,2004,0.783024443539132,0.2474208606728599,0.8570910030756276,2.196273703454211,1.5099986086407298,120,False,0.0213524740377819,3.333333333333333,False,-1,1.2949692110301023,1.3,1.5099986086407298,120,False,0.02135247403778198,5.0,False,-1
dNoa,2004,0.6189424941502473,0.1634130479778374,0.5660794034346102,0.9912979956017356,0.3192950221075237,120,False,0.0064913078388612,3.333333333333333,False,-1,1.473604632902613,1.3,0.3192950221075237,120,False,0.006491307838861236,5.0,False,-1
DelCOA,2005,0.0465499716995388,-0.0159654629140633,-0.0553059858670287,-0.1419408734018119,-1.0117259514393413,120,False,0.001715051403184,3.333333333333333,False,-1,1.2780078485740705,1.3,-1.0117259514393413,120,False,0.0017150514031840202,5.0,False,-1
DelCOL,2005,-0.0496066526699881,-0.063814074554206,-0.2210584387317462,-0.0373169801186619,-1.2120598409484131,120,False,0.0014036965690856,3.333333333333333,False,-1,1.161758933579868,1.3,-1.2120598409484131,120,False,0.0014036965690856617,5.0,False,-1
DelEqu,2005,0.2236058585606352,0.0351825476392177,0.121875920101675,0.0966331528951816,-0.7377742523011956,120,False,0.0022555520443291,3.333333333333333,False,-1,1.2301200834945043,1.3,-0.7377742523011956,120,False,0.002255552044329106,5.0,False,-1
DelFINL,2005,1.2679265598594378,0.3571033744843814,1.237042376322488,3.823725337413676,3.42172498252505,120,False,0.1444443029932132,3.333333333333333,False,-1,1.4782621355703909,1.3,3.42172498252505,120,False,0.1444443029932132,5.0,False,-1
DelLTI,2005,0.1454871213623647,0.0091894368260246,0.0318331429512383,0.0440479959743045,-0.8758620251965024,120,False,0.0019646359856228,3.333333333333333,False,-1,1.255490948201501,1.3,-0.8758620251965024,120,False,0.0019646359856228843,5.0,False,-1
DelNetFin,2005,0.6386419726942667,0.26586783994495,0.9209932137664872,2.5668144710519942,1.66536399358621,120,False,0.0249414978826316,3.333333333333333,False,-1,1.3605749516583956,1.3,1.6653639935862101,120,False,0.024941497882631645,5.0,False,-1
IO_ShortInterest,2005,0.7858909174132932,0.2313603664113121,0.8014558189642891,1.5208325050392475,1.2478565484791098,120,False,0.016428630135869,3.333333333333333,False,-1,1.08405662406849,1.3,1.2478565484791098,120,False,0.01642863013586907,5.0,False,-1
MS,2005,1.0434780062067908,0.27129810653834,0.9398042090432782,1.8079527957616657,1.8079527957616657,120,False,0.0287639193122476,3.333333333333333,False,-1,1.1067449566456162,1.3,1.8079527957616655,120,False,0.028763919312247657,5.0,False,-1
PriceDelayRsq,2005,0.0539770482112584,-0.0150090254054633,-0.051992789148709,0.0552611609413131,-1.0100400706346986,120,False,0.0017179452140483,3.333333333333333,False,-1,1.1618103876456336,1.3,-1.0100400706346986,120,False,0.00171794521404832,5.0,False,-1
PriceDelaySlope,2005,0.1569830572197539,0.0104473654858381,0.0361907356534264,-0.05401413367634,-0.8815271838418541,120,False,0.0019535374781696,3.333333333333333,False,-1,1.0753790884737655,1.3,-0.8815271838418541,120,False,0.001953537478169651,5.0,False,-1
PriceDelayTstat,2005,0.1501782518286848,0.0094801411731467,0.0328401723496317,-0.0632837289103696,-0.8867489134249402,120,False,0.0019433632204574,3.333333333333333,False,-1,1.0576189766708284,1.3,-0.8867489134249402,120,False,0.0019433632204574548,5.0,False,-1
RIO_Disp,2005,0.37146223932638,0.0948379395843761,0.3285282596905742,0.1138408513828745,-0.299872253699502,120,False,0.0034948719977064,3.333333333333333,False,-1,1.0321189710159675,1.3,-0.299872253699502,120,False,0.0034948719977064085,5.0,False,-1
RIO_MB,2005,0.2294843231661251,0.0639167587176292,0.2214141471081096,0.1784595194141938,-0.5351274761169686,120,False,0.002762238849322,3.333333333333333,False,-1,1.097999500498371,1.3,-0.5351274761169686,120,False,0.00276223884932201,5.0,False,-1
RIO_Turnover,2005,0.26792624774725,0.0804050570062078,0.2785312878404476,0.1517528593572812,-0.4142594630912259,120,False,0.0031171201328468,3.333333333333333,False,-1,1.136022490200135,1.3,-0.41425946309122597,120,False,0.0031171201328468096,5.0,False,-1
RIO_Volatility,2005,0.5952879159938582,0.2090900749532097,0.724309266354688,0.9039001214788052,0.9039001214788052,120,False,0.0116472386456129,3.333333333333333,False,-1,1.156587260094912,1.3,0.9039001214788052,120,False,0.011647238645612904,5.0,False,-1
TotalAccruals,2005,0.0705721861594807,-0.0327998929960483,-0.1136221623039565,0.0473361385764123,-1.089554457337075,120,False,0.0015866336126155,3.333333333333333,False,-1,1.2537225583519966,1.3,-1.089554457337075,120,False,0.0015866336126155267,5.0,False,-1
CompEquIss,2006,0.6047412282446885,0.2686700521361336,0.9307003615439252,3.2146595329388683,1.756335131120674,120,False,0.0273168611322249,3.333333333333333,False,-1,1.1457787590241744,1.3,1.756335131120674,120,False,0.027316861132224944,5.0,False,-1
CoskewACX,2006,0.3986027757568471,0.2467525333163464,0.8547758492004881,3.5733383110629795,1.3382227773623645,120,False,0.0179823690683317,3.333333333333333,False,-1,1.2680513159395057,1.3,1.3382227773623643,120,False,0.017982369068331748,5.0,False,-1
FEPS,2006,0.3483673990845824,0.1164939570870443,0.4035469048990185,1.7755374238089463,-0.1137553000079296,120,False,0.0042097939533616,3.333333333333333,False,-1,1.3029315418230032,1.3,-0.11375530000792966,120,False,0.004209793953361631,5.0,False,-1
FR,2006,-0.4312172830743222,-0.103319712110752,-0.3579099815984238,0.7970343553771078,-1.3443556264034646,120,False,0.0012297530512759,3.333333333333333,False,-1,1.167673481067568,1.3,-1.3443556264034646,120,False,0.0012297530512759,5.0,False,-1
FirmAgeMom,2006,0.4640876830713695,0.2053585023268023,0.7113827195925464,2.5579075637320594,0.880447498281532,120,False,0.0113772585911594,3.333333333333333,False,-1,1.3949467980177297,1.3,0.880447498281532,120,False,0.011377258591159447,5.0,False,-1
Herf,2006,-0.2688330490185773,-0.0732382059154186,-0.2537045874013932,0.0433304365108988,-1.2483197121769145,120,False,0.0013537104342563,3.333333333333333,False,-1,1.2908730490284828,1.3,-1.2483197121769143,120,False,0.0013537104342563999,5.0,False,-1
HerfAsset,2006,-0.6262138568426202,-0.2289161943598268,-0.7929889586130642,-0.1715105473739528,-1.624828356607942,120,False,0.0009289880976079,3.333333333333333,False,-1,1.2821471450234112,1.3,-1.624828356607942,120,False,0.0009289880976079246,5.0,False,-1
HerfBE,2006,-0.412724520051162,-0.1800540679122836,-0.6237255874670649,-0.1172665507381671,-1.5373542952428751,120,False,0.0010139105730964,3.333333333333333,False,-1,1.275547152108598,1.3,-1.5373542952428751,120,False,0.0010139105730964438,5.0,False,-1
IdioVol3F,2006,0.1869493236891486,0.1162687277104725,0.4027666874518598,1.8434746997213367,-0.1126404847349673,120,False,0.0042144897129227,3.333333333333333,False,-1,1.222425439581325,1.3,-0.11264048473496735,120,False,0.004214489712922773,5.0,False,-1
IntanBM,2006,0.0770456383820086,-0.0602406277651903,-0.208679655938308,-0.0710942621515136,-1.2003676766324234,120,False,0.0014202051424283,3.333333333333333,False,-1,1.1533317640769445,1.3,-1.2003676766324234,120,False,0.0014202051424283125,5.0,False,-1
